Job_ID|Job_Details|Benefits|Full_Desc|Hiring_Ins|Pay Rate|Job Type|Salary Range Lower|Salary Range Upper|Salary Average
855|job details job type fulltime|na|job description considering all levels associate staff and senior position is 100 remote however currently we are unable to consider candidates for remote opportunities in the following states california hawaii new jersey new york and washington at this time we are currently not accepting candidates that require a visa sponsorship the analyst works within a team and serves as the lead technical support for a system business or clinical domain within their team they mentor junior caregivers providing technical guidance and adherence to best practices in partnership with the product owner they facilitate regular meetings with customer stakeholders to provide work updates set project priorities and establish deliverable timelines they have a deep understanding of the clinical and operating data for the areas they support and consult with healthcare data advisors to ensure the integrity and accuracy of customer data they drive information insights through data exploration interpretation report development and visual storytelling they are a key member of an agile delivery team comprised of professionals working together to develop technical products focused on enabling intermountain strategic initiatives and operational targets this position is part of a highly skilled high impact team with deep clinical and technical expertise in leveraging healthcare data to solve realworld problems our teams report to senior analytics leaders and work in strong partnership with key business and clinical leaders across all areas of intermountain healthcare this team provides ongoing training maintenance monitoring and promotion of data applications and reports to ensure data insights are widely known accessible and used to its fullest potential this position helps develop and deploy world class data analytics at intermountain healthcare one of the nation’s leading health systems using the scaled agile framework® data analysts will partner with business and clinical leaders and data professionals across the organization supporting our mission to help people live the healthiest lives possible in brief the technical data analyst will demonstrate a deep understanding of the data and operations of the businessclinical areas you support partner with analytic leadership to ensure customer priorities are understood and resourced provide a high level of expertise and customer service in order to delight business and clinical customers through innovative and impactful analytic deliverables contribute technical acumen and thought leadership to the success of your agile delivery team and advance your professional skills though structured and personal learning opportunities minimum qualifications bachelors degree in an analytics related field such as statistics mathematics information systems computer science finance business management or economics or bachelor’s degree in another area of study with two years of relevant work experience in a role performing data analysis experience without a related degree will be considered if skill set and experience are robust plus demonstration of these skills demonstrated working knowledge of sql structured query language and a fundamental knowledge of database design structures ability to create visually appealing content rich and consumer centric reports and dashboards ie tableau cognos proficiency in using word processing spreadsheet internet email and scheduling applications effective verbal written and interpersonal communication skills aptitude to gain subject matter expertise in healthcare or related data clinical programs clinical services compliance quality revenue cycle strategic planning population health etc lifelong learner with a creative collaborative approach temperament to thrive in scaled agile teams safe® or similar product management practice preferred qualifications bachelors degree in an analytics related field such as statistics mathematics information systems computer science finance business management or economics associate level salary range 3116  4909 staff level salary range 3841  6046 senior level salary range 4263  6713 physical requirements interact with others requiring the employee to verbally communicate information operate computers and other it equipment requiring the ability to move fingers and hands see and read computer monitors and documents remain sitting or standing for long periods of time to perform work on a computer telephone or other equipment remain sitting or standing for long periods of time to perform work on a computer telephone or other equipment  location lake park building work city west valley city work state utah scheduled weekly hours 40 the hourly range for this position is listed below actual hourly rate dependent upon experience 3841  6046 we care about your wellbeing – mind body and spirit – which is why we provide our caregivers a generous benefits package that covers a wide range of programs to foster a sustainable culture of wellness that encompasses living healthy happy secure connected and engaged learn more about our comprehensive benefits package and our commitment to diversity equity and inclusion |Hiring Insights Job activity Posted 30+ days ago|NA|NA|NA|NA|NA
856|job details job type fulltime|na|do you love entertainment and pop culture would you like to work with some of the best brands in the world this is a unique and challenging opportunity to join radical share – a new digital marketing team that specializes in finding the most exciting and buzzworthy ways to integrate brands into pop culture we work with brands such as neca kid robot loot crate and more our partners have incredible fandoms and our mission is to design the best creative and experiences possible to generate growth this fanloving team works together to create and promote licensed products for some of the biggest names in the pop culture anime gaming and entertainment industry like disney  marvel  pixar warner bros crunchyroll bungie and so much more job overview the web marketing data analyst is responsible for delivering insights and recommendations to business leaders for optimizing and scaling performance of websites including costumescom kidrobotcom lootcratecom and more and marketing channels using tools like google analytics supermetrics tableau and google bigquery to the person in this role will create regular reporting and dashboards and ad hoc analysis as needed by the business ensuring data quality is also a key point of this role and the right candidate should have experience in with using google analytics code through google tag manager for website data collection if you have an analytical mind love digging through data and helping businesses grow this role is for you responsibilities analyze web data for our brand’s various customerfacing websites and provide weekly and monthly reports on key performance indicators to management create analyze and interpret data reports from multiple sources sql tableau etc to highlight sales patterns and trends to track performance against forecasts and identify testing opportunities for driving growth leverage third party analytical tools for heat maps session records qualitative surveys and historical tests to derive actionable insights work with internet google tag manager to ensure sites are properly tagged for analysis identify automation opportunities to increase efficiency within team processes and reports serve as a thought leader for new technologies related to web analytics required qualifications bachelors degree 3 years website analytics experience proficient with programming languages especially for data manipulation eg sql python r etc proficient in in tools such as microsoft excel tableau google bigquery google tag manager and google analytics preferred or adobe analytics excellent accuracy and attention to detail strong quantitative and qualitative skills strong technical and problemsolving skills ability to present findings and recommendations in a concise direct manner ability to multitask and react quickly to changing priorities strong work ethic positive attitude and the ability to work under pressure in a fastpaced environment positive attitude is a must dg3n9kdduu|Hiring Insights Job activity Posted 7 days ago|NA|NA|NA|NA|NA
857|job details salary 2681  4125 an hour job type fulltime|"benefits
pulled from the full job description
401k
401k matching
dental insurance
health insurance
paid sick time
paid time off
vision insurance"|the enrollment analyst is responsible for maintaining accurate timely and current enrollment status across multiple systems this role analyzes and reconciles enrollment data utilizing monthly enrollment files error reports and other data elements to determine eligibility changes and resolve enrollment or eligibility errors retrieves enrollment data from health plan and reconciles results develops documentation of workflows and internal controls the analyst collaborates with internal departments such as finance um and member services to resolve enrollment issues pcp changesdiscrepancies capitation audits and other processes as needed researches and resolves payment discrepancies compiles information from multiple data sources to prepare reports on a monthly quarterly and ad hoc basis required minimum of 35 years in customer service experiencereconciliation auditing accounting or analytics high school diploma or general education degree proficient in microsoft word excel basic knowledge of managed care plans medical managed care plans and private insurance preferred bachelor’s degree knowledge of medicare managed care plans bilingual englishspanish job type fulltime pay 2681  4125 per hour benefits 401k 401k matching dental insurance health insurance paid sick time paid time off vision insurance schedule 8 hour shift monday to friday weekend availability work location one location  health insurance|Hiring Insights Application response rate: 52% Hiring 1 candidate for this role Job activity Employer reviewed job 8 days ago Posted 30+ days ago|Hourly|NA|2681|4125|3403.0
858|job details job type fulltime|"benefits
pulled from the full job description
401k
dental insurance
health insurance
life insurance
paid time off
vision insurance"|summary the data  analytic analyst is responsible for using healthcare data such as medicare advantage claims to support targeting and decisionmaking comprehensive analysis of data using statistical analysis software assuring data quality when performing analyses evaluating initiative effectiveness interpreting data and preparing reports for nonanalysts and leadership working conditions work is performed in an office setting with no unusual hazards responsibilities provides initiative support by applying targeting criteria and generating a list of members to focus outreach efforts analyzes data to evaluate the effectiveness of clinical decisions and support prospective business decisions conducts extensive and thorough analysis of hedis measures to inform targeting and overall strategy develops maintains and manages advanced reporting analytics and dashboards through use of a business intelligence solution such as tableau or powerbi develops documentation to assist in the performance of tasks and ensure there is no interruption in team deliverables creates reports and presents analytics to upper management and executive leadership summarizes data in a way that is easily ingestible by nonanalysts assists in the design and implementation of epidemiologic studies to evaluate the effectiveness of clinical programs applies advanced statistical methodology to answer specific questions or problems which includes but is not limited to predictive analytics multiple linear regression multiple logic regression trend analysis hierarchical linear modeling generalized linear mixed models and sampling techniques compiles data from a variety of sources and conducts analytics using software including excel oracle sql and sas collaborates with team members to ensure data and reports meet contract requirements provides analytic expertise and guidance to other staff as required represents the data  analytics team and participates in group discussions this position description identifies the responsibilities and tasks typically associated with the performance of the position other relevant essential functions may be required requirements education bachelor’s degree in business administration economics health care public health information systems statistics or a related field master’s degree preferred continuous learning as defined by the company’s learning philosophy is required certification or progress toward certification is highly preferred and encouraged experience five 5 years of experience in a related field required to provide the necessary knowledge skills and abilities for the role skillsknowledgeabilities ska required ability to correctly assess what needs to be done performs job responsibilities and carries out daytoday activities with only general supervision ability to carry out tasks without external oversight ability to generate original thoughts and ideas while also being aware of the needs and perspectives of others strong communication skills are required to understand interpret and communicate ideas strong knowledge and use of existing software packages powerpoint excel word etc strong knowledge of data languages such as sas or sql strong knowledge of business intelligence solutions tableau powerbi etc strong analytical organizational planning and problemsolving skills ability to effectively interface with employees at all levels understand and apply statistical inference experience executing in a fastpaced environment with tight deadlines knowledge of medicare advantage stars andor hedis a plus administer and adhere to corporate and departmental policies practices and procedures the qualifications listed above are intended to represent the minimum education experience skills knowledge and ability levels associated with performing the duties and responsibilities contained in this job description we are an equal opportunity employer diversity is valued and we will not tolerate discrimination or harassment in any form candidates for the position stated above are hired on an at will basis nothing herein is intended to create a contract job type fulltime benefits 401k dental insurance health insurance life insurance paid time off vision insurance experience level 5 years schedule monday to friday education bachelors required experience data analyst 5 years required work location remote  health insurance|Hiring Insights Application response rate: 91% Hiring 1 candidate for this role Job activity Employer reviewed job 4 days ago Posted 30+ days ago|NA|NA|NA|NA|NA
859|job details salary 50000  60000 a year job type fulltime|"benefits
pulled from the full job description
green card sponsorship
visa sponsorship"|develop and deploy dashboards to collect databacked insights interpret key business data sets deliver insights on potential areas of growth optimization and improvements support business intelligence strategies with quantitative analysis work crossdepartmentally on datadriven strategies that improve business processes and decisionmaking job type fulltime pay 5000000  6000000 per year benefits green card sponsorship visa sponsorship compensation package yearly pay experience level no experience needed schedule 8 hour shift ability to commuterelocate woodbridge va 22191 reliably commute or planning to relocate before starting work required experience sql 1 year preferred work location in person|Hiring Insights Hiring 7 candidates for this role Job activity Employer reviewed job 7 days ago Posted 12 days ago|Yearly|NA|50000|60000|55000.0
860|job details job type fulltime|na|job no 494717 work type staff fulltime location indianapolis categories administrative information technology position responsibilities include but are not limited to daily support of advancement database of record and workflows answering user questions troubleshooting user reported issues analyze write modify and validate of sqlplsql procedures to successfully extract appropriate data from the database successfully insert appropriate data to the database create and test new workflows develop modifications to existing workflows develop and maintain documentation on key processes design processes and applications to assist in data management and ensure data accuracy and integrity review audits and logs monitoring for improvements communicate effectively when process improvements are identified when working with stakeholders to define project requirements and when risks are identified maintain a working knowledge of oracle plsql toad database editor ellucian advance and other systems as assigned the successful candidate will have the following skills and abilities understanding of relational database concepts and architecture one or more years practical experience with sqlplsql similar coding experience can be considered strong organizational and problemsolving skills attention to detail ability to manage small projects through a development lifecycle discretion with confidential information ability to work under time constraints bachelors degree required 12 years of relevant work experience required along with 1 or more years of practical experience with sqlplsql similar coding experience can be considered butler university is an equal opportunity employer we celebrate diversity and are committed to creating an inclusive and equitable environment for all employees we welcome applications from all individuals regardless of age gender gender identity sex race religion color disability protected veteran status sexual orientation national origin or any other legally protected category as a condition of employment butler university requires covid19 vaccinations for all students faculty and staff subject to applicable law covid19 vaccination requirement faqs advertised march 31 2023|Hiring Insights Job activity Posted 11 days ago|NA|NA|NA|NA|NA
861|job details salary 55682  65957 a year job type fulltime|"benefits
pulled from the full job description
403b
add insurance
dental insurance
disability insurance
employee assistance program
flexible schedule
flexible spending account
health insurance
health savings account
life insurance
paid sick time
paid time off
tuition reimbursement
vision insurance"|arizonas children association is looking for cpqi data analyst to join our team the cpqi data analyst assists with development and implementation of evaluation plans this includes but is not limited to creating files for data entry checking scoring accuracy on applicable tools verifying accuracy of data entry performing statistical analysis including parametric nonparametric and correlational analysis tests and writing reports that include interpretation of data and suggestionsrecommendations this position represents the agency with external stakeholders as assigned who we are founded in 1912 arizonas children association is one of the oldest and largest statewide comprehensive child welfare and behavioral health notforprofit agencies in arizona located in all 15 arizona counties we provide a variety of programs and services to meet the needs of more than 40000 children youth and families each year when working with azca youll be surrounded by highly talented and dedicated individuals who are committed to our mission of protecting children empowering youth and strengthening families why youll love working for us at arizonas children association our employees are our most valuable asset and as such we offer a wide range of benefits to aid your health and wellness including all full time employees working 30 hours or more per week are eligible and we offer several plans for each so you can choose the option right for you and your family which includes medical provided by blue cross blue shield of arizona dental and vision provided by metlife we offer several plans so you can choose the option right for you and your family plans are effective the first of the month following 30 days of employment we also offer flexible spending account fsa health savings account hsa life and add short term disability and long term disability employee assistance program provided by cura linc employee wellness and support time flexible schedules generous paid time off paid sick leave and 8 paid holidays 403b retirement savings plan provided through mutual of america tuition reimbursement and discounts find your passion join our team essential job functions adheres to policies and procedures in keeping with federal and state regulations and accreditation standards ensures quality and accuracy in the development and implementation of evaluation processes for the agency provides support to applicable staff for evaluation activities such as technical assistance and training for agency staff in the development implementation and evaluation of outcomes and other performance data conducts statistical analysis of data generates and prepares routine and ad hoc reports that include graphic representation reports need to be understandable for nontechnical staff and include interpretation of findings tracks performance improvement activities in assigned areas provides updates to the cpqi manager for performance evaluation and implements and supports process improvement plans or corrective action plans when required maintains a task calendar to enable independent and punctual completion of tasks including contractual requirements of funders must be able to safely and effectively manage client data in accordance with hipaa and agency requirements attends and participates in all required meetings performs work and represents azca in accordance with our mission vision and values and foundations for success maintains consistent attendance and punctuality performs other duties as assigned which are consistent with the general responsibilities of the position minimum education  experience bachelors degree in social services applied statistics evaluation or related field from accredited college or university required masters degree in social work business or related field from accredited college or university preferred minimum of 1 years experience working with program evaluation measures and tools or equivalent combination of education and experience to be able to perform the essential functions is required at arizonas children association we are passionate about creating an inclusive workplace that not only promotes but values and celebrates diversity our goal is to create an inclusive workplace and culture to better serve our children families and community just like the uniqueness of the families we serve we strive to be diverse in race color ethnicity national origin culture language gender age sexual orientationpreference gender identity and expression disability andor diagnosis marital status religion status or any other protected status azca does not tolerate discrimination or harassment based on any of these characteristics job type fulltime pay 5568160  6595680 per year benefits dental insurance disability insurance employee assistance program flexible spending account health insurance life insurance paid time off vision insurance schedule 8 hour shift day shift monday to friday work location hybrid remote in phoenix az 85012  health insurance|Hiring Insights Hiring 1 candidate for this role Urgently hiring Job activity Employer reviewed job 5 days ago Posted 14 days ago|Yearly|NA|55682|65957|60819.5
862|job details salary 100000  143000 a year job type fulltime|na|the opportunity native is looking to expand our team with individuals who believe in our mission of making clean and effective personal care products with easytounderstand ingredients that are good for our consumers and our planet founded in 2015 with over 50000 5star product reviews we are growing fast as we expand our reach both online and instores native’s gotomarket team is seeking a go to market data analyst join our team and play a meaningful role in achieving our growth goals in this role demonstrate your analytical expertise and problemsolving skills to translate data into critical insights to unlock growth across ecommerce acquisition and retention this role requires deep understanding of dtc ecommerce and the ability to work closely with multifunctional teams to achieve results job responsibilities analyze and report on key financialecommercemarketing metrics and data trends drawing practical business insights and recommending actions to drive business growth analyze marketing channels and customer journey with new attribution methodology to highlight trends and opportunities support ab testing and experimentation methodology deep dive into retention metrics to help extract insight and learnings to apply throughout the customer lifecycle collaborate with commercial team to understand business drivers strategies customer funnels web traffic  behaviors experiments and develop action plans for improvement complete analysis and modeling to support decision making identify trends patterns and insights in data deep dive into the performance of specific sections of the site to uncover opportunities to enable quick decision makingcourse correction for marketing ecommerce uxui and front end developers champion data and develop insightful and practical dashboards using sql and lookml that enable selfservice data needs to drive datainformed decisions standardize marketing reporting and dashboards across brand acquisition retention and conversion rate optimization work multifunctionally to improve processes and documentation such as maintaining an analytics roadmap and improve inventory and product catalogs  qualifications required bachelor’s degree in marketing business finance accounting or related field 3–5 years of relevant experience in data analytics with a focus on dtc ecommerce 2 years of experience with ab and mv test management strong analytical and data visualization skills looker google analytics google sheets powerpoint with the ability to translate data into useful insights excellent verbal and written communication skills with the ability to communicate business results clearly and effectively to all levels within the organization technical understanding of gtm and site tagging to track transactional and behavioral data familiarity with ecommerce platforms and related tools such as bigquery google analytics shopifyql klaviyo looker detailed knowledge of sql and strong excel skills ability to work in fastpaced multifunctional environment with challenging priorities and end goals preferred solid grasp of different marketing platforms and media channels pay range 100k143k compensation for roles at pg varies depending on a wide array of nondiscriminatory factors including but not limited to the specific office location role degreecredentials relevant skill set and level of relevant experience at pg compensation decisions are dependent on the facts and circumstances of each case total rewards at pg include salary  bonus if applicable  benefits your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant locations during the hiring process all qualified applicants will receive consideration for employment without regard to race color religion sex national origin protected veteran status disability status age sexual orientation gender identity and expression marital status citizenship hivaids status or any other legally protected factor immigration sponsorship is not available for this role as a general matter procter  gamble does not sponsor candidates for nonimmigrant visas or permanent residency however procter  gamble may make exceptions on a discretionary basis any exceptions would be based on the companys specific business needs at the time and place of recruitment as well as the particular qualifications of the individual procter  gamble participates in everify as required by law qualified individuals will not be disadvantaged based on being unemployed job locations san francisco california united states job type full time job categories information technology req no r000077092|Hiring Insights Job activity Posted 19 days ago|Yearly|NA|100000|143000|121500.0
863|job details salary 39  44 an hour job type fulltime parttime temporary contract|na|the client is looking for a candidate who will be responsible for working closely with customer engagement project teams to provide the customer with business analysis expertise report creation and dashboard design in a tactical capacity evaluating internal and external client requirements and implementing effective solutions in a timely manner the ideal candidate will gather analyze and document functionalreporting requirements ie user stories using interviews documentation analysis site visits use cases scenarios and design assemble and deliver reports and dashboards for dbhds business process management platform in a manner consistent with client expectations job requirements ability to consolidate interpret and present data in reportsdashboards for executive team leads and individual end users focused on acquisition and financial information ability to produce reports and dashboard using microsoft power bi ssrs and other data tools ability to define and document customer business processes and reportdashboard content needs including business process diagrams data maps and data modeling ability to consult with project team members and customer stakeholders to identify define and document business needs and objectives current reporting capabilities and challenges related to the business functions collaborate with the dbhds project managers technical analysts and customer endusers in the analysis design configuration testing and maintenance of the business intelligence module of dbhds business process management platform to ensure desired operational performance and capabilities track and document changes for functional and business specifications write detailed universally understood procedures for testing uses cases knowledge capture and training purposes achieve proficiency in all major reportinganalytic products including the software suite through internal staffing training selfguided tutorials and daily exposure to individual product feature sets innovative solutions to support complex business processes provide support for a variety of meetings demonstrations and program activities related to business intelligence test reportsdashboard projects in accordance with business and functional design following best practices for quality assurance record and track defects uncovered during test execution and assist in defect resolution troubleshooting and researching job types fulltime parttime contract temporary pay 3900  4400 per hour schedule 8 hour shift day shift monday to friday application questions can you work on a w2 or 1099 what is your desired contracted hourly rate experience power bi 8 years preferred ms sql sever  ssis and ssrs 8 years preferred health care behavioral industry 5 years preferred work location remote|Hiring Insights Hiring 1 candidate for this role Job activity Posted 30+ days ago|Hourly|NA|39|44|41.5
864|na|na|overview we are seeking a highly motivated person to join intuit’s sbseg direct sales operations team to help shape the future of connected forecasting and planning this is a fantastic opportunity to join a dynamic highgrowth environment for accelerated career development in both sales performance management analysis and anaplan model solution engineering the staff anaplan model builder role will support and optimize world class sales forecasting planning reporting and analysis the ideal candidate is a team player who possesses strong analytical skills has experience building financial models and enjoys solving and streamlining complex business problems a successful candidate enjoys detailed and challenging puzzles thrives in a fastpaced dynamic environment and possesses the skills to work independently the ability to ask inquisitive questions to improve sales finance and business processes and solve those with business stakeholders is essential what youll bring anaplan model builder experience including at least 12 months or more of continuous anaplan model building requires a bachelor’s degree or equivalent relevant experience strong proficiency in microsoft excel strong analytical skills and a deep interest in problem solving and using technology to improve business processes highly motivated and driven with keen attention to detail and able to multitask in a selfmanaged environment experience in defining user stories developing systems requirements handling system development life cycle designing and prototyping testing training defining support procedures and implementing practical business solutions under multiple timelines adaptability to work in a large team small team independently remote and inperson strong oral written and presentation skills ability to communicate across all levels how you will lead translate existing solutions spreadsheets and business problems into sophisticated anaplan multidimensional models configure and maintain anaplan lists modules dashboards actions and other model settings to support new business objectives and initiatives maintain existing anaplan models with a focus on continuous improvement incorporating new functionality and fixing issues in production to support business objectives and initiatives collaborate with internal teams to craft implement and support new anaplan solutions for their business needs convert various salesplanning use cases into modules in anaplan and continuously improve system capabilities continuously identify gaps and opportunities for projects that will streamline workflows and overall processes collaborate with our internal teams to identify areas of opportunity for data automation and efficiency participate in design sessions in prototyping new modeling solutions for enhancing business processes operations and information process flow play a key role in building and execution of the longterm anaplan roadmap participate in data integration efforts between internal systems and anaplan monitor and validate data flows to and from the anaplan platform provide handson training to end users to facilitate adoption of the anaplan model use and share anaplan model building best practices estimate level of effort and prioritize your backlog of work in a way that satisfies team expectations|Hiring Insights Job activity Posted today|NA|NA|NA|NA|NA
865|job details job type fulltime|na|health technology sr data analyst  are you looking to make an immediate impact where you can help our clients solve their business challenges deloittes core business operations cbo portfolio operates at the center of our clients business by joining our team you could help csuite and program leaders transform their organization and accelerate mission execution through emerging and disruptive technologies innovative business models retooled program operations and industrydriven solutions  work youll do provide expertise on medicare medicaid and healthcare analytics analyze support and develop data warehouse objects data quality processes design and develop fact and dimension tables logical and physical database design data modeling reporting objects and etl processes perform data analysis and profiling interpret the rules for data integration and conversion drive client conversations around technical and functional design and specifications work in cloudbased environment aws or azure implement technologyenabled business solutions for clients as part of a hightalent team  required qualifications bachelors degree from an accredited college or university 5 years of experience within a consulting or health technology environment 3 years of healthcare data analytics experience experience with one or more of the following sqlplsql etl cognos r python tableau qlikview power bi business objects ability to travel between 2550 must be legally authorized to work in the united states without the need for employer sponsorship now or at any time in the future  desired qualifications advanced experience with mmis advanced experience with health data standards experience working in cloudbased environment aws or azure oral and written communication skills including presentation skills ms visio ms powerpoint the wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets experience and training licensure and certifications and other business and organizational needs the disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled at deloitte it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case a reasonable estimate of the current range is 98000 to 125000 you may also be eligible to participate in a discretionary annual incentive program subject to the rules governing the program whereby an award if any depends on various factors including without limitation individual and organizational performance  the team  our health technology team implements repeatable solutions to solve our government clients most critical health technologyrelated issues we advise on design implement and deploy solutions that are focused on government health agencies heart of the business issues including claims management electronic health records health information exchanges health analytics and health case management  our clients seek a fresh perspective on how to leverage reusable interoperable and flexible solutions that will enable them to reduce costs improve health outcomes ad respond to public health crises professionals will use their deep health government and technology consulting experience to strategically help solve our clients technology challenges  how youll grow  at deloitte our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day from entrylevel employees to senior leaders we believe theres always room to learn we offer opportunities to help sharpen skills in addition to handson experience in the global fastchanging business world from onthejob learning experiences to formal development programs our professionals have a variety of opportunities to continue to grow throughout their career|Hiring Insights Job activity 0 Posted 16 days ago|NA|NA|NA|NA|NA
866|job details salary 65000 a year job type fulltime|na|overview viapath is seeking an intelligence analyst to join our team the responsibility of the intelligence analyst will be to provide direct support to the customer staff while in this critical position you will have the opportunity to utilize your training and experience to assist corrections investigations staff in the development of actionable intelligence within the facilities or approved outside law enforcement agencies within established timeframes the selected candidate will be team oriented capable of multitasking and possess excellent communication skills  this position will be located at our clients facility in sacramento ca responsibilities analyze data to establish trends within the facility and potential areas of interest assist facility with investigations by utilizing specialized software provided for data mining and link analysis monitor offender telephone calls establish a fundamental understanding of the facility’s operation to include policies and procedures and data sources available for analysis demonstrate fundamental understanding of investigative and intelligence processes to include the intelligence cycle proactively develop intelligence to assist in accomplishing facility objectives and mission submit detailed reports to facility regarding intelligence findings submit regular reports to superiors outlining level of support and benefit to facility provide guidance and training to facility staff fulfill requests for call recordings or other related data as authorized and requested participation in court or other administrative related hearings demonstrate a high level of confidentiality and meticulous attention to detail ability to develop expertise in the area of osint human trafficking digital forensics criminal organizations fraud probation and parole or other specialized area qualifications a bachelor’s degree or four years of related experience in lieu of a degree or a combination of educationexperience a concentration in criminal justice security and intelligence or a businessrelated field is preferred a minimum of 2 years of related experience to include reporting and analysis and strong investigative experience ability to develop a fundamental understanding of intelligence processes in a correctional environment to include institutional operations and criminal procedures excellent verbal and written communication skills prepared to testify in court or other administrative related hearings as needed proficient in microsoft windows os and microsoft suite ability to learn viapath and thirdparty software applications within the first six months of hire ability to work in a fastpaced environment and meet deadlines strong problemsolving skills with an interest and ability to conduct analysis and report on findings proactive ability to handle confidential information fluency written and verbal in english is required fluency written and verbal in spanish is desired experience or expertise in the area of osint human trafficking digital forensics criminal organizations fraud or probation and parole preferred salary target is 65000 year viapath an innovation leader in correctional technology education solutions that assist in rehabilitating inmates and payment services solutions for government viapath leads the fields of correctional technology education and government payment services with visionary solutions and customized products that integrate seamlessly to deliver security financial value and operational efficiencies while aiding inmate rehabilitation and reducing recidivism rates viapath is committed to a policy of equal employment opportunity and will not discriminate against an applicant or employee on the basis of race color religion creed national origin or ancestry sex pregnancy or pregnancyrelated condition age physical or mental disability veteran or military status genetic information sexual orientation marital status or any other legally recognized protected basis under federal state or local laws regulations or ordinances the information collected by this application is solely to determine suitability for employment verify identity and maintain employment statistics on applicants|Hiring Insights Job activity Posted 17 days ago|Yearly|NA|NA|NA|65000
867|job details salary 60000  70000 a year job type fulltime internship|"benefits
pulled from the full job description
health insurance
life insurance
professional development assistance
relocation assistance
vision insurance"|job description  the job descriptions will vary depending on the individual project but here are the primary roles you could be working on after bootcamp  descriptions of some of them  sql developer responsibilities help write and optimize inapplication sql statements ensure performance security and availability of databases prepare documentation and specifications handle common database procedures such as upgrade backup recovery migration etc write tsql scripts and objects such as stored procedures userdefined functions views indexes per business requirements create etl ssis packages to migrate data from oltp sources to olap destinations through available tasks and transformations in ssis design and create userinteractive reports in ssrs power bi and tableau profile server resource usage and optimize and tweak as necessary collaborate with other team members and stakeholders qualifications bs or ms of a degree in computer science information technology engineering or a related field is required proficiency with sql and its variation among popular databases skilled at optimizing large complicated sql statements capable of configuring popular database engines and orchestrating clusters as necessary ability to plan resource requirements from highlevel specifications good communication skills business intelligence developer maintain support and enhance the business intelligence data backend including data warehouses and data lakes build interfaces between the business intelligence systems and other colleges information systems to maintain a timely and accurate integration of data collaborate and work with data analysts in various departments to ensure that data meets their reporting and analysis need provide technical guidance for design and implementation of data governance systems and policy work extensively towards sql server development in writing core tsql scripts to implement complex business logic develop ssis packages to implement complex etl strategies as a part of business requirements for the population of dimensional data structures work on creating ssas cubes and various cube objects such as kpis key performance indicators calculated members attribute hierarchies and perspectives design eyecatching reports with data from oltp database dimensional data structure and olap cubes for business reporting purposes keep abreast of new business intelligence technologies qualifications bs or ms of a degree in computer science information technology engineering or a related field is required at least 1 year of experience using microsoft sql server database ssis ssrs ssas is required experience with other relational databases bi reporting and data discovery tools are preferred data analystengineer responsibilities provides plan with data reporting and analyses that enable data driven decision making provides summary analyses in written and oral presentation settings builds database from scratch and prepares complex presentations develops system test cases and documents results researches system issues and documents findings requirements bachelor’s degree in science technology engineering or mathematics ability to translate business requirements into nontechnical lay terms understanding of addressing and metadata standards highlevel written and verbal communication skills junior data analystengineer responsibilities managing master data including creation updates and deletion managing users and user roles provide quality assurance of imported data working with quality assurance analyst if necessary commissioning and decommissioning of data sets processing confidential data and information according to guidelines helping develop reports and analyses managing and designing the reporting environment including data sources security and metadata supporting the data warehouse in identifying and revising reporting requirements supporting initiatives for data integrity and normalization assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems generating reports from single or multiple systems troubleshooting the reporting database environment and reports evaluating changes and updates to source production systems training endusers on new reports and dashboards providing technical expertise in data storage structures data mining and data cleansing requirements bachelor’s degree in science technology engineering or mathematics 13 years of work experience as a data analyst or in a related field is preferred ability to work with stakeholders to assess potential risks ability to analyze existing tools and databases and provide a software solution recommendations ability to translate business requirements into nontechnical lay terms highlevel experience in methodologies and processes for managing large scale databases demonstrated experience in handling large data sets and relational databases understanding of addressing and metadata standards highlevel written and verbal communication skills due to the global situation this internship will be remote until covid19 job types fulltime internship contract pay 6000000  7000000 per year covid19 considerations due to covid19 the internship will be remote job types fulltime internship salary 6000000  7000000 per year benefits health insurance life insurance professional development assistance relocation assistance vision insurance experience level under 1 year schedule 8 hour shift monday to friday education bachelors preferred experience sql 1 year preferred work location on the road  health insurance|Hiring Insights On-going need to fill this role Job activity Employer reviewed job 19 days ago Posted 25 days ago|Yearly|NA|60000|70000|65000.0
